VoidID RA(deg) Dec(deg) Redshift EffAngRadius
6939	171.486506	19.606025	0.407100	3.910260
4799	247.617707	32.473504	0.226899	6.309721
6915	189.623179	25.676932	0.368268	4.726681
6919	188.670506	26.191969	0.326823	4.586979
3011	207.172946	4.834896	0.365640	5.013595
372	210.838649	0.602523	0.340155	4.164195
1301	119.720730	19.894203	0.215726	6.719047
10186	236.544701	42.465723	0.169753	8.247104
5320	135.490883	11.236614	0.209517	5.775032
6833	206.732592	27.007821	0.357911	4.917351
2257	152.638398	36.751906	0.184524	6.694835
6920	198.768456	23.788156	0.332658	4.103585
6980	147.343267	34.947990	0.196700	7.186013
1469	132.683527	22.477220	0.280497	3.972065
8690	228.739655	47.317850	0.222111	5.051400
2092	161.487562	39.320875	0.245623	6.129030
6412	141.359158	26.941167	0.386663	4.547423
3336	225.181158	3.941305	0.197127	7.253585
4925	234.565997	11.537109	0.269255	3.903097
6395	154.445638	32.983834	0.360329	3.849605
4960	204.384044	6.501831	0.378478	4.369348
5147	132.817988	13.890827	0.253383	4.495574
3335	216.221975	3.309223	0.183788	5.086953
4154	232.006749	41.047093	0.182497	5.036912
6349	166.508051	34.738506	0.355813	4.524586
8623	170.972797	46.424873	0.380460	3.693880
6863	165.752748	19.411021	0.280527	5.303319
5053	206.770367	11.781881	0.342161	3.300588
5020	153.724716	11.165882	0.341159	4.551363
6876	155.914712	22.256012	0.287217	5.321608
3483	187.149329	5.938387	0.265503	4.370046
1771	132.841030	43.415740	0.346654	4.736409
2207	152.421571	36.145468	0.349434	3.763531
6880	205.823723	20.533727	0.390580	5.062721
5280	203.767137	7.545402	0.339615	3.201259
2083	180.796419	38.147133	0.361740	3.851062
5267	134.627673	13.562171	0.239857	5.810835
5048	165.504486	12.612351	0.364091	3.811361
6762	161.711145	27.801799	0.293340	3.528290
5024	151.614928	8.549798	0.242936	5.911746
8597	238.056224	41.387177	0.334265	4.217759
426	199.036115	0.554374	0.324658	3.823346
1814	162.765579	38.933732	0.398440	3.617827
6850	155.181266	21.360619	0.270887	5.277190
4973	205.285319	7.596044	0.298196	5.543086
4962	169.430298	8.349495	0.191186	5.275797
4094	242.791915	30.674940	0.257020	4.923170
6764	140.897862	20.820791	0.353655	4.072507
1698	123.195233	13.789504	0.299367	4.792400
10201	227.594406	47.634143	0.177122	4.627831
5172	144.654313	17.528234	0.375875	3.636783
6907	169.289046	21.186499	0.232262	6.509894
5123	167.609738	16.268658	0.322279	4.880557
8095	244.741889	43.232703	0.381004	4.256014
10068	212.486750	48.534136	0.198874	4.664615
2866	212.741896	2.378257	0.200967	6.230626
6868	193.430120	22.301391	0.378129	3.188069
6362	140.997328	36.244898	0.338414	3.801119
6748	136.946488	22.386762	0.334124	3.404750
6924	175.104880	17.825796	0.255551	6.230650
8633	211.560683	47.179813	0.325526	5.747489
7352	252.802680	38.053263	0.244136	5.774324
5015	166.836253	10.157527	0.303789	5.063366
6898	203.921585	20.916907	0.344726	4.852103
5268	145.873959	14.396754	0.268306	5.358542
1341	128.008603	26.479268	0.200561	5.370023
6906	201.319502	22.412932	0.205555	6.003359
2216	160.454688	42.363069	0.399697	3.030890
6440	151.012692	29.391285	0.275789	4.963784
1866	167.503154	40.755231	0.215497	5.880754
3521	177.197143	5.297382	0.246130	5.186266
5195	220.494774	15.604552	0.377063	3.273066
4786	245.975805	34.899014	0.228470	5.911701
6379	200.495499	19.095730	0.217595	6.552641
115	209.665606	4.074595	0.228776	5.153878
2183	139.345427	39.981887	0.342379	3.736955
5064	177.282820	11.829814	0.404177	2.849676
6834	196.805480	23.582063	0.299786	3.366849
7001	145.889780	28.445950	0.163665	5.511494
5246	133.188500	11.815531	0.275663	4.585992
6937	166.221568	19.433729	0.356459	3.742808
1280	128.703414	28.561942	0.382775	3.882372
5375	190.449484	14.722294	0.203772	5.546947
845	251.998552	24.244100	0.291293	4.339059
3906	255.309850	37.538405	0.230882	4.038396
3639	229.489362	6.712413	0.344684	4.051776
3100	125.694414	4.436771	0.335136	3.944961
5093	193.861502	11.137237	0.324085	3.544115
5183	140.523689	18.242016	0.227330	4.164201
7223	138.657907	21.810822	0.310070	4.348039
4814	238.711703	6.789147	0.391494	4.442462
4611	230.990224	41.612653	0.406879	4.250068
8766	186.194413	48.585432	0.337358	4.051423
10276	228.323940	50.114700	0.350391	4.601468
9952	195.047649	51.818676	0.165480	5.265360
2864	219.691431	2.643935	0.249905	5.351014
5068	175.549434	12.867930	0.194428	5.610188
9641	250.586682	40.449297	0.203182	4.877729
5444	150.565680	15.905470	0.351913	3.300465
3949	229.611061	39.637802	0.309736	4.460938
6830	197.345935	28.884510	0.367001	3.477171
3013	212.466083	5.654693	0.324520	3.150309
121	233.692664	3.401408	0.362903	3.775487
8635	211.409433	47.701644	0.283545	5.236111
5166	132.045108	13.253886	0.381902	3.636087
7270	150.846407	18.912114	0.382442	3.655411
7241	168.535975	28.520558	0.185800	5.333636
7216	208.470587	24.573156	0.328586	3.143645
4770	133.166458	21.506898	0.199675	5.327972
5383	134.428231	14.332238	0.407964	3.050930
2217	162.826097	42.071945	0.368313	3.604263
6351	134.021480	34.922295	0.329629	3.304639
5423	218.099839	15.205917	0.361049	3.593092
3635	238.534809	6.241023	0.289928	4.372062
1792	138.171992	40.139771	0.221014	4.654041
5023	148.833193	10.790091	0.342228	3.869050
6943	166.881241	19.972226	0.349754	3.005140
10324	215.701890	42.835753	0.232097	4.617499
2959	173.521013	4.378247	0.391919	3.492478
5002	188.254728	11.564366	0.384060	3.366551
6861	193.403361	22.418842	0.297768	3.603339
5325	163.651166	14.160767	0.338010	2.345785
5100	207.985045	9.916660	0.295628	3.673522
3823	182.679711	6.600277	0.185105	6.169445
2093	165.525491	38.274738	0.405545	3.249848
578	248.972983	19.208013	0.253304	4.667708
5407	223.765250	16.902355	0.351256	2.968726
1435	122.831171	14.633964	0.248709	3.632232
3012	209.349947	5.156499	0.294849	2.980291
7254	195.243301	24.930373	0.166487	6.833940
6407	134.639177	33.308042	0.291476	5.083305
3124	229.301550	5.738040	0.252386	4.461694
2139	178.468680	31.895339	0.269619	4.175336
3004	197.923377	5.355334	0.315093	3.366449
6369	174.823686	17.007390	0.403330	3.143564
7255	199.112959	24.202175	0.252480	5.851710
5342	195.268474	10.693347	0.285613	4.062589
8595	226.522492	49.270944	0.320737	3.929620
4108	241.350990	31.628864	0.311581	3.992221
1794	145.571175	42.138660	0.299195	4.745629
5173	145.987863	18.032081	0.350779	3.127903
6587	169.531147	32.986510	0.325564	3.429682
3950	238.201985	33.880801	0.260254	3.885717
7029	155.841994	31.764402	0.377326	3.805635
7250	162.263788	25.835533	0.305042	2.846514
8299	189.480711	53.245821	0.371693	4.443831
2210	149.345698	37.239518	0.177923	4.609138
4994	167.968558	8.293358	0.354701	4.230598
8408	196.598547	48.902296	0.326298	3.896489
5070	195.356389	13.705978	0.350590	3.881177
4113	240.328344	31.431075	0.307805	3.295392
1467	120.634233	16.668135	0.345014	3.896036
7230	144.059261	24.525043	0.240044	4.754115
8835	227.995577	44.144653	0.403659	3.626560
1365	126.947890	21.405301	0.388335	3.127207
7244	177.088495	26.593855	0.339720	3.246587
4778	239.763546	39.609740	0.263379	4.835376
13	209.932496	-0.539704	0.380583	3.515408
6942	166.470394	19.225257	0.322379	3.559573
5432	158.917281	17.997251	0.249666	4.053364
6399	136.838655	30.694175	0.377073	3.593470
6893	214.083121	18.990642	0.297874	4.464282
7291	204.744603	21.803730	0.317997	3.594526
6688	197.008025	28.762502	0.348325	3.346507
8670	208.883429	46.929335	0.281669	4.542775
5066	229.914248	8.515056	0.351988	3.659245
7204	219.151283	23.879055	0.366206	3.791227
2447	172.246022	33.523081	0.411846	2.676557
4981	177.924800	8.355631	0.324497	3.985517
2193	148.621298	40.096750	0.402115	3.006042
3543	160.803233	8.049898	0.397974	3.979956
1308	128.376056	29.694940	0.346066	3.050737
5080	174.685587	6.516516	0.396915	3.155656
6	200.829372	0.956519	0.321402	3.260140
4083	259.751878	34.491666	0.350370	3.104258
1260	117.107832	24.271213	0.367071	2.953221
6934	198.785951	18.335781	0.381143	3.622227
4762	132.581246	19.957480	0.361325	3.067181
1356	119.036998	17.010544	0.377099	2.583243
8662	165.343931	46.873816	0.260745	4.650874
2206	152.350845	35.192172	0.235674	5.335309
3618	185.335835	6.724604	0.398284	3.374904
5293	190.997563	9.794863	0.354252	3.516991
2234	165.861388	39.671966	0.176569	7.098834
6405	148.377394	32.456594	0.377881	3.256942
5253	142.002972	14.046493	0.313280	4.242488
5220	211.140230	13.886823	0.399007	4.441025
5003	187.940238	11.690850	0.327230	3.095307
6852	143.995448	17.540729	0.268127	3.998509
7222	143.570046	24.982189	0.375542	2.474355
1404	122.876700	13.235461	0.319065	3.413602
6948	177.733772	16.620556	0.380354	4.005526
1313	122.286329	23.752285	0.410734	3.306409
2187	139.430968	38.452802	0.168875	6.484312
3887	256.287273	30.564076	0.361218	3.263712
6363	170.483308	33.632011	0.338571	2.360304
18	202.736278	0.555225	0.198465	4.714171
8709	217.361984	52.275818	0.307958	3.294554
8659	176.025032	46.662758	0.340540	3.140957
5167	132.908640	14.165035	0.368085	3.821909
28	207.262866	0.166889	0.309704	3.121241
