['name', 'redshift', 'B-Band Mag', 'Strech', 'Color', 'dist mod', 'sample', 'Failed', '?', 'Position', 'Sn Type']
['03D3ba', '0.2912', [21.96, 0.06], [0.46, 0.28], [0.2, 0.03], [40.84, 0.15], '0.006', '14', '', [14.275957777777778, 52.342275], '', 'Ia']
['03D3cd', '0.4607', [22.6, 0.08], [2.2, 1.01], [0.03, 0.04], [42.07, 0.18], '1.000', '14', '', [14.308324444444445, 52.612275000000004], '', 'Ia']
['03D3cc', '0.4627', [22.72, 0.06], [0.48, 0.31], [0.01, 0.03], [42.04, 0.15], '0.552', '14', '', [14.32366611111111, 52.54049722222222], '', 'Ia']
['b010', '0.5910', [23.4, 0.1], [2.0, 0.92], [-0.11, 0.09], [43.21, 0.31], '0.552', '15', '', [2.511111111111111, -8.194583333333334], '', '.']
['b013', '0.4260', [22.62, 0.06], [-0.6, 0.41], [0.03, 0.05], [41.76, 0.22], '0.552', '15', '', [2.522425, -8.603644444444445], '', '.']
['b016', '0.3290', [22.53, 0.13], [0.34, 0.77], [0.21, 0.12], [41.34, 0.27], '0.552', '15', '', [23.502683333333334, -9.583819444444446], '', '.']
['d058', '0.5830', [23.52, 0.07], [0.17, 0.65], [0.18, 0.08], [42.4, 0.29], '0.552', '15', '', [1.1329222222222222, 0.050525], '', '.']
['d084', '0.5190', [23.64, 0.08], [0.8, 1.04], [-0.01, 0.1], [43.07, 0.31], '0.552', '15', '', [2.480813888888889, -9.16615], '', '.']
['d085', '0.4010', [22.45, 0.06], [0.65, 0.39], [0.05, 0.06], [41.7, 0.23], '0.552', '15', '', [23.466172222222223, -8.953283333333333], '', '.']
['d086', '0.2050', [21.1, 0.1], [-0.3, 0.2], [0.19, 0.08], [39.9, 0.22], '0.552', '15', '', [23.450475, -9.401247222222223], '', '.']
['d087', '0.3400', [21.79, 0.09], [-0.05, 0.45], [-0.06, 0.07], [41.21, 0.23], '0.552', '15', '', [1.185063888888889, 0.22894722222222222], '', '.']
['d089', '0.4360', [22.46, 0.06], [0.22, 0.39], [-0.04, 0.05], [41.88, 0.22], '0.552', '15', '', [2.4746, -8.14576111111111], '', '.']
['d093', '0.3630', [21.89, 0.06], [1.09, 0.28], [-0.09, 0.05], [41.55, 0.21], '0.552', '15', '', [2.4978194444444446, -8.541136111111111], '', '.']
['d097', '0.4360', [22.5, 0.06], [1.76, 0.44], [0.03, 0.06], [41.93, 0.23], '0.552', '15', '', [2.531833333333333, -8.596786111111111], '', '.']
['d117', '0.3090', [22.37, 0.1], [-1.84, 0.36], [0.11, 0.09], [41.17, 0.24], '0.552', '15', '', [2.5185666666666666, -8.760141666666666], '', '.']
['d149', '0.3420', [22.09, 0.06], [0.37, 0.36], [0.02, 0.04], [41.38, 0.21], '0.552', '15', '', [2.181661111111111, -4.430488888888889], '', '.']
['e020', '0.1590', [21.07, 0.15], [0.03, 0.37], [0.39, 0.13], [39.42, 0.24], '0.552', '15', '', [23.426683333333333, -9.529083333333334], '', '.']
['e029', '0.3320', [22.4, 0.09], [-2.38, 1.06], [0.06, 0.08], [41.26, 0.24], '0.552', '15', '', [1.1635555555555555, 1.00155], '', '.']
['e108', '0.4690', [22.57, 0.09], [2.01, 1.63], [-0.1, 0.09], [42.35, 0.28], '0.552', '15', '', [2.500277777777778, -9.07663611111111], '', '.']
['e132', '0.2390', [21.77, 0.07], [-0.34, 0.25], [0.31, 0.06], [40.26, 0.2], '0.552', '15', '', [2.1543194444444445, -3.5948277777777777], '', '.']
['e136', '0.3520', [22.73, 0.06], [-2.08, 0.61], [0.14, 0.06], [41.42, 0.22], '0.552', '15', '', [2.185133333333333, -3.798913888888889], '', '.']
['e138', '0.6120', [23.45, 0.08], [1.04, 0.62], [0.03, 0.07], [42.81, 0.28], '0.552', '15', '', [2.563058333333333, -8.60613611111111], '', '.']
['e140', '0.6310', [23.35, 0.06], [-0.44, 0.6], [0.09, 0.05], [42.38, 0.24], '0.552', '15', '', [2.517802777777778, -8.1824], '', '.']
['e147', '0.6450', [23.32, 0.08], [-0.38, 0.43], [-0.1, 0.06], [42.82, 0.23], '0.552', '15', '', [2.5174, -8.66411388888889], '', '.']
['e148', '0.4290', [22.63, 0.05], [-1.1, 0.35], [-0.04, 0.04], [41.89, 0.22], '0.552', '15', '', [2.522488888888889, -8.603933333333332], '', '.']
['e149', '0.4970', [22.88, 0.07], [-0.54, 0.37], [0.02, 0.06], [42.08, 0.22], '0.552', '15', '', [2.526261111111111, -8.612891666666666], '', '.']
['f011', '0.5390', [23.27, 0.06], [-1.45, 0.5], [0.07, 0.06], [42.23, 0.24], '0.552', '15', '', [2.172086111111111, -4.992305555555555], '', '.']
['f041', '0.5610', [23.1, 0.07], [2.45, 1.22], [-0.07, 0.06], [42.87, 0.31], '0.552', '15', '', [1.1357583333333332, 0.4527055555555556], '', '.']
['f076', '0.4100', [22.34, 0.07], [-1.0, 0.64], [0.07, 0.09], [41.35, 0.26], '0.552', '15', '', [1.1471694444444445, -0.7370805555555555], '', '.']
['f096', '0.4120', [22.82, 0.13], [-0.01, 1.03], [0.28, 0.13], [41.42, 0.31], '0.552', '15', '', [23.40708611111111, -8.764197222222222], '', '.']
['f216', '0.5990', [23.76, 0.1], [-3.25, 1.08], [-0.03, 0.13], [42.74, 0.38], '0.552', '15', '', [2.5947750000000003, -8.108208333333334], '', '.']
['f231', '0.6190', [23.44, 0.07], [1.24, 0.36], [-0.07, 0.06], [43.06, 0.25], '0.552', '15', '', [23.50754166666667, -8.596383333333334], '', '.']
['f235', '0.4220', [22.4, 0.07], [-1.19, 0.47], [-0.07, 0.07], [41.73, 0.23], '0.552', '15', '', [1.2027861111111111, 0.3309138888888889], '', '.']
['f244', '0.5400', [23.29, 0.07], [-0.59, 0.76], [0.0, 0.08], [42.51, 0.28], '0.552', '15', '', [2.4631361111111114, -7.562822222222222], '', '.']
['f308', '0.4010', [23.07, 0.1], [2.55, 1.72], [0.05, 0.11], [42.55, 0.37], '0.552', '15', '', [2.489552777777778, -8.627327777777777], '', '.']
['g005', '0.2180', [21.39, 0.09], [1.34, 0.33], [0.31, 0.08], [40.08, 0.22], '0.552', '15', '', [23.47422222222222, -8.615325], '', '.']
['g050', '0.6330', [23.14, 0.07], [-0.22, 0.53], [0.09, 0.07], [42.2, 0.26], '0.552', '15', '', [23.505588888888887, -9.97518611111111], '', '.']
['g052', '0.3830', [22.33, 0.09], [-2.04, 0.42], [-0.11, 0.09], [41.64, 0.25], '0.552', '15', '', [23.449483333333333, -9.622069444444445], '', '.']
['g055', '0.3020', [23.19, 0.13], [1.53, 0.7], [0.55, 0.11], [41.31, 0.27], '0.552', '15', '', [1.2266222222222223, -0.15765555555555555], '', '.']
['g097', '0.3400', [22.26, 0.08], [0.48, 0.43], [0.22, 0.07], [41.08, 0.23], '0.552', '15', '', [23.46032222222222, -9.589155555555557], '', '.']
['g120', '0.5100', [22.8, 0.06], [0.21, 0.44], [0.1, 0.05], [41.88, 0.23], '0.552', '15', '', [1.224713888888889, 0.58785], '', '.']
['g133', '0.4210', [23.07, 0.18], [2.46, 1.06], [0.22, 0.14], [42.14, 0.32], '0.552', '15', '', [2.163786111111111, -4.181963888888889], '', '.']
['g142', '0.3990', [23.43, 0.11], [-2.84, 0.81], [0.36, 0.12], [41.49, 0.29], '0.552', '15', '', [23.477138888888888, -8.75111388888889], '', '.']
['g160', '0.4930', [22.96, 0.08], [1.44, 0.6], [0.12, 0.08], [42.15, 0.26], '0.552', '15', '', [2.5222083333333334, -8.82268611111111], '', '.']
['g240', '0.6870', [23.4, 0.1], [-0.05, 0.89], [-0.12, 0.08], [43.0, 0.29], '0.552', '15', '', [23.511619444444445, -8.569716666666666], '', '.']
['h300', '0.6870', [23.48, 0.08], [0.73, 0.65], [0.01, 0.07], [42.83, 0.27], '0.552', '15', '', [2.527963888888889, -8.817597222222222], '', '.']
['h319', '0.4950', [22.87, 0.06], [1.06, 0.57], [0.02, 0.05], [42.25, 0.23], '0.552', '15', '', [2.146725, -4.436227777777778], '', '.']
['h323', '0.6030', [23.47, 0.07], [-0.31, 0.59], [0.03, 0.08], [42.65, 0.28], '0.552', '15', '', [2.4968861111111114, -8.346094444444445], '', '.']
['h342', '0.4210', [22.4, 0.07], [1.36, 0.66], [-0.13, 0.06], [42.18, 0.23], '0.552', '15', '', [2.533372222222222, -8.706636111111111], '', '.']
['h359', '0.3480', [22.59, 0.06], [-0.12, 0.34], [0.12, 0.05], [41.59, 0.22], '0.552', '15', '', [2.1441222222222223, -5.136608333333334], '', '.']
['h363', '0.2130', [22.06, 0.1], [-0.73, 0.27], [0.47, 0.09], [40.11, 0.22], '0.552', '15', '', [2.10695, -4.634469444444444], '', '.']
['h364', '0.3440', [21.71, 0.06], [-0.47, 0.28], [-0.09, 0.05], [41.17, 0.21], '0.552', '15', '', [2.4949833333333333, -8.730394444444444], '', '.']
['k396', '0.2710', [21.88, 0.1], [-0.04, 0.94], [0.26, 0.1], [40.53, 0.22], '0.552', '15', '', [23.451219444444444, -8.645863888888888], '', '.']
['k411', '0.5640', [22.84, 0.21], [-0.63, 1.41], [-0.13, 0.19], [42.37, 0.29], '0.552', '15', '', [23.43660277777778, -8.838194444444445], '', '.']
['k425', '0.2740', [22.02, 0.07], [-0.08, 0.3], [0.24, 0.06], [40.72, 0.21], '0.552', '15', '', [1.2272694444444445, -0.4608416666666667], '', '.']
['k429', '0.1810', [20.37, 0.11], [0.16, 0.2], [0.0, 0.1], [39.68, 0.23], '0.552', '15', '', [2.4675333333333334, -7.7082500000000005], '', '.']
['k430', '0.5820', [23.79, 0.07], [-0.44, 0.85], [-0.05, 0.09], [43.16, 0.33], '0.552', '15', '', [1.225663888888889, 0.6209388888888889], '', '.']
['k441', '0.6800', [23.68, 0.07], [1.45, 0.85], [0.1, 0.07], [42.9, 0.29], '0.552', '15', '', [2.505011111111111, -8.37361388888889], '', '.']
['k448', '0.4010', [23.32, 0.12], [0.28, 1.38], [0.29, 0.12], [41.94, 0.33], '0.552', '15', '', [1.1467611111111111, 0.013747222222222223], '', '.']
['k485', '0.4160', [23.91, 0.11], [-0.51, 1.41], [0.64, 0.1], [41.56, 0.3], '0.552', '15', '', [2.159358333333333, -4.217758333333333], '', '.']
['m027', '0.2860', [22.48, 0.11], [0.54, 0.86], [0.26, 0.09], [41.21, 0.26], '0.552', '15', '', [1.1541694444444444, 0.13744444444444445], '', '.']
['m034', '0.5620', [23.26, 0.21], [1.0, 1.85], [-0.15, 0.12], [43.05, 0.33], '0.552', '15', '', [2.4639805555555556, -7.986561111111111], '', '.']
['m043', '0.2660', [23.02, 0.14], [1.73, 0.76], [0.87, 0.11], [40.39, 0.25], '0.552', '15', '', [23.49770277777778, -8.946130555555555], '', '.']
['m062', '0.3140', [21.89, 0.1], [-0.73, 0.88], [-0.05, 0.08], [41.23, 0.24], '0.552', '15', '', [1.1646944444444443, 0.6052861111111111], '', '.']
['m138', '0.5810', [23.24, 0.09], [1.43, 1.08], [-0.39, 0.11], [43.67, 0.39], '0.552', '15', '', [1.148986111111111, 0.65705], '', '.']
['m158', '0.4630', [23.12, 0.08], [0.55, 0.55], [0.22, 0.08], [41.95, 0.27], '0.552', '15', '', [23.400980555555556, -9.388399999999999], '', '.']
['m193', '0.3410', [21.61, 0.08], [-0.38, 0.37], [-0.05, 0.06], [40.99, 0.22], '0.552', '15', '', [2.4811666666666667, -7.702716666666666], '', '.']
['n256', '0.6310', [23.35, 0.06], [0.36, 0.54], [-0.08, 0.04], [42.88, 0.23], '0.552', '15', '', [2.4691694444444447, -7.7970999999999995], '', '.']
['n258', '0.5220', [23.27, 0.06], [-0.81, 0.55], [-0.09, 0.06], [42.68, 0.25], '0.552', '15', '', [2.111763888888889, -4.376947222222221], '', '.']
['n263', '0.3680', [21.95, 0.05], [-0.97, 0.32], [-0.14, 0.04], [41.47, 0.21], '0.552', '15', '', [2.087486111111111, -4.944188888888889], '', '.']
['n278', '0.3090', [21.74, 0.06], [-1.97, 0.52], [-0.02, 0.06], [40.86, 0.21], '0.552', '15', '', [23.471541666666663, -9.386772222222222], '', '.']
['n285', '0.5280', [23.27, 0.11], [1.11, 1.68], [0.13, 0.11], [42.37, 0.3], '0.552', '15', '', [23.39759722222222, -8.388463888888888], '', '.']
['n404', '0.2160', [21.92, 0.1], [-0.54, 0.29], [0.3, 0.09], [40.4, 0.22], '0.552', '15', '', [2.5253972222222223, -8.919866666666666], '', '.']
['p455', '0.2840', [21.68, 0.06], [-1.12, 0.27], [0.0, 0.05], [40.84, 0.21], '0.552', '15', '', [2.1833388888888887, -4.160441666666667], '', '.']
['p524', '0.5080', [22.93, 0.07], [0.86, 0.53], [0.05, 0.05], [42.19, 0.23], '0.552', '15', '', [2.502822222222222, -8.880788888888889], '', '.']
['p534', '0.6130', [23.33, 0.07], [-0.31, 0.57], [-0.01, 0.06], [42.62, 0.26], '0.552', '15', '', [2.0822472222222226, -3.8176861111111107], '', '.']
['p528', '0.7810', [24.04, 0.1], [-0.55, 1.28], [-0.07, 0.13], [43.44, 0.32], '0.552', '15', '', [2.117961111111111, -3.467880555555556], '', '.']
['10106', '0.1463', [20.94, 0.04], [-0.17, 0.34], [0.27, 0.03], [39.56, 0.12], '0.552', '8', '', [3.17955, -0.2048888888888889], '', '.']
['1166', '0.3804', [22.05, 0.08], [1.2, 1.01], [0.09, 0.06], [41.27, 0.2], '0.552', '8', '', [0.6237111111111111, 0.9732777777777778], '', '.']
['1688', '0.3575', [22.17, 0.08], [-0.04, 1.12], [0.05, 0.06], [41.33, 0.2], '0.552', '8', '', [21.42385, 0.32455555555555554], '', '.']
['4064', '0.1552', [20.35, 0.03], [-1.42, 0.17], [0.06, 0.02], [39.32, 0.12], '0.552', '8', '', [3.073980555555556, 1.0464166666666668], '', '.']
['5737', '0.3916', [22.33, 0.08], [1.42, 1.05], [0.12, 0.06], [41.51, 0.17], '0.552', '8', '', [1.5238027777777776, -0.6033888888888889], '', '.']
['04Sas', '1.3900', [26.02, 0.14], [-0.27, 0.69], [0.16, 0.04], [44.88, 0.25], '0.552', '17', '', [12.615030555555554, 62.13965555555556], '', '.']
['04Man', '0.8540', [24.55, 0.08], [-1.15, 0.44], [0.04, 0.05], [43.61, 0.23], '0.552', '17', '', [12.609669444444444, 62.26362777777778], '', '.']
['04Yow', '0.4600', [23.73, 0.08], [0.13, 0.42], [0.36, 0.06], [42.15, 0.21], '0.552', '17', '', [12.60953611111111, 62.20359722222223], '', '.']
['04Pat', '0.9700', [24.99, 0.09], [-0.84, 1.13], [-0.11, 0.06], [44.46, 0.29], '0.552', '17', '', [12.635833333333332, 62.31312222222222], '', '.']
['04Eag', '1.0200', [24.93, 0.1], [-0.21, 0.38], [-0.06, 0.05], [44.36, 0.22], '0.552', '17', '', [12.622430555555557, 62.22819444444445], '', '.']
['05Spo', '0.8390', [24.15, 0.1], [-0.1, 0.38], [0.01, 0.06], [43.4, 0.22], '0.552', '17', '', [12.618480555555555, 62.25325], '', '.']
['04Mcg', '1.3700', [25.62, 0.14], [0.91, 0.8], [-0.01, 0.04], [45.05, 0.26], '0.552', '17', '', [3.5361166666666666, -27.83055], '', '.']
['04Gre', '1.1400', [24.75, 0.11], [0.13, 0.33], [-0.1, 0.03], [44.32, 0.23], '0.552', '17', '', [3.5393027777777775, -27.78286111111111], '', '.']
['04Omb', '0.9750', [24.88, 0.1], [1.93, 0.44], [0.03, 0.03], [44.33, 0.21], '0.552', '17', '', [3.540372222222222, -27.750836111111113], '', '.']
['04Rak', '0.7400', [23.95, 0.07], [-0.11, 0.21], [-0.02, 0.03], [43.29, 0.2], '0.552', '17', '', [3.538375, -27.73626388888889], '', '.']
['05Fer', '1.0200', [24.84, 0.1], [0.48, 0.43], [0.01, 0.05], [44.16, 0.23], '0.552', '17', '', [12.606972222222222, 62.25662222222222], '', '.']
['05Str', '1.0100', [24.93, 0.12], [3.58, 1.23], [-0.1, 0.07], [44.91, 0.33], '0.552', '17', '', [12.605730555555555, 62.18071666666666], '', '.']
['05Gab', '1.1200', [25.1, 0.11], [0.08, 0.37], [-0.04, 0.04], [44.51, 0.22], '0.552', '17', '', [12.603841666666666, 62.2021], '', '.']
['05Red', '1.1900', [25.65, 0.14], [-1.24, 0.42], [0.17, 0.05], [44.36, 0.25], '0.552', '17', '', [12.61713888888889, 62.20666111111112], '', '.']
['05Lan', '1.2300', [26.07, 0.12], [-0.61, 0.68], [0.11, 0.04], [45.02, 0.24], '0.552', '17', '', [12.615755555555555, 62.21481388888889], '', '.']
['05Zwi', '0.5210', [23.08, 0.07], [1.1, 0.57], [0.05, 0.04], [42.38, 0.2], '0.552', '17', '', [3.5460138888888886, -27.740083333333335], '', '.']
['A-004', '1.1920', [25.5, 0.12], [-1.45, 0.68], [0.06, 0.08], [44.46, 0.2], '0.552', '19', '', [22.266965833333334, -17.62280277777778], '', '.']
['C-000', '1.0920', [25.67, 0.12], [-2.66, 0.65], [0.26, 0.08], [44.01, 0.25], '0.552', '19', '', [12.490459444444443, 1.84905], '', '.']
['C-001', '0.9740', [24.61, 0.09], [-0.35, 0.33], [0.01, 0.05], [43.83, 0.17], '0.552', '19', '', [12.492503333333332, 1.860186111111111], '', '.']
['F-012', '1.1100', [25.25, 0.12], [-2.09, 1.31], [-0.13, 0.14], [44.63, 0.45], '0.552', '19', '', [14.541318888888888, 33.536125], '', '.']
['G-004', '1.3500', [25.44, 0.14], [0.15, 0.64], [-0.03, 0.05], [44.83, 0.19], '0.552', '19', '', [14.488539722222221, 34.64371666666666], '', '.']
['H-003', '0.8500', [24.35, 0.09], [0.58, 0.31], [0.09, 0.07], [43.49, 0.17], '0.552', '19', '', [14.57468861111111, 34.457391666666666], '', '.']
['H-005', '1.2410', [25.39, 0.16], [-3.12, 1.11], [-0.1, 0.19], [44.58, 0.48], '0.000', '19', '', [14.575038611111111, 34.44924722222222], '', '.']
['K-000', '1.4140', [25.81, 0.16], [0.3, 0.98], [0.15, 0.08], [44.8, 0.35], '0.000', '19', '', [14.635657222222221, 34.23835555555556], '', '.']
['N-033', '1.1880', [25.48, 0.17], [-2.15, 1.33], [-0.04, 0.18], [44.61, 0.5], '0.552', '19', '', [2.3493608333333333, -3.556658333333333], '', '.']
['D-000', '1.0170', [25.2, 0.12], [-0.61, 0.65], [0.06, 0.09], [44.29, 0.17], '0.000', '19', '', [2.361685, -3.3647555555555555], '', '.']
['D-006', '1.3150', [25.68, 0.13], [-1.26, 0.56], [-0.06, 0.06], [44.97, 0.19], '0.552', '19', '', [2.3629122222222225, -3.3822722222222223], '', '.']
['P-009', '0.8210', [24.37, 0.09], [0.25, 0.5], [0.02, 0.08], [43.64, 0.19], '0.552', '19', '', [3.6290311111111113, -28.731827777777777], '', '.']
['R-012', '1.2150', [25.79, 0.16], [-2.06, 1.53], [-0.16, 0.2], [45.25, 0.56], '0.000', '19', '', [2.383356111111111, -4.600844444444444], '', '.']
['Z-005', '0.6230', [23.48, 0.15], [-0.76, 0.89], [0.07, 0.12], [42.51, 0.24], '0.552', '19', '', [22.59026833333333, -25.952669444444442], '', '.']
['2003XX', '0.9350', [24.48, 0.1], [-0.47, 0.32], [0.07, 0.05], [43.54, 0.23], '0.552', '17', '', [12.624722222222223, 62.19105555555555], '', '.']
