864z	873z	881	922z	9	53	71	33	22.7	2.40E+01
864z	873z	881		9	48.6	71	39	10	3.10E+02
900	913z	932		9	59.6	19	48	13.3	2.80E+01
913z	932			10	2.5	20	17	4.8	2.20E+02
871	960z			10	1.2	66	15	14	1.70E+01
912z	957z			10	5	0	15	3.7	6.60E+02
933z	954z			10	8.1	0	27	7.5	6.00E+02
943	951z	977		10	12.8	34	7	7.4	9.70E+01
943	951z			10	10.2	34	25	7.4	3.00E+02
947z	962z			10	13.4	63	32	23.9	2.50E+01
950z	985z	1002z		10	17.8	50	50	5.7	3.90E+01
950z	1002z			10	16.7	50	6	4.8	1.30E+02
930z	970z	978z	979z	10	18.7	-7	8	27.1	1.30E+01
993z	1069z								
930z	970z	978z	979z	10	15	-6	54	18.8	3.10E+01
993z									
930z	978z	979z	993z	10	14.9	-6	0	7.1	1.80E+02
978z	979z	993z		10	18.4	-6	12	7.1	3.80E+02
978z	993z			10	18.7	-5	29	1.8	3.50E+03
965z	980z	1000z		10	18.9	50	19	11.6	2.80E+02
965z	980z			10	17.4	50	15	7.4	5.80E+02
945z	968z	981z	998z	10	20	68	22	29.3	5.30E+01
1005z	1006z								
981z	998z	1005z	1006z	10	22.8	68	5	13.4	1.40E+02
945z	968z			10	14.6	68	56	10.7	2.40E+02
981z	998z	1005z		10	22.4	68	21	9.1	1.10E+03
961z	1033z			10	21.1	34	37	5.7	2.60E+01
990z	1004z			10	21.4	50	22	11.2	4.40E+01
975z	1014z			10	22.3	65	18	6.6	3.20E+02
999z	1016z			10	22.5	12	10	0.9	8.40E+03
972	995	997	1010	10	27.7	38	42	10.1	1.50E+01
1026	1031	1055	1068z						
1073z									
972	995	997	1010	10	22.9	38	58	3.1	6.30E+01
1026	1031								
1055	1073z			10	37	37	10	2.6	4.00E+02
995	997			10	20.8	37	39	0.6	4.80E+04
1010	1026	1031		10	26.2	39	33	3	2.20E+02
1010	1031			10	25.7	39	9	3	5.30E+02
1021	1067z			10	31.7	39	12	14.6	3.80E+01
1046z	1061z			10	35.6	67	51	2.9	9.10E+02
1023	1041	1075	1079	10	35.8	-7	43	5.5	2.10E+01
1084z									
1041	1075	1079	1084z	10	38.3	-8	1	3.5	4.30E+01
1079	1084z			10	41.5	-6	59	0.9	1.80E+04
1051	1074z			10	37.1	46	41	32.9	1.60E+01
1052	1094z	1096		10	41.3	28	9	16.1	3.20E+01
1094z	1096			10	45.1	28	3	16.1	2.60E+02
1065	1072	1132z		10	44.5	57	18	11.6	2.20E+01
1065	1072			10	39	57	24	0.7	2.70E+03
1087	1106	1110z		10	46.5	43	42	6.1	1.00E+02
1087	1106			10	45.3	44	13	1.8	2.00E+03
1100z	1213z			11	0	26	1	4.9	2.80E+01
1146z	1161			11	0.9	-22	9	20	5.30E+01
1070	1255z			11	3.4	77	5	0.9	1.80E+01
1155z	1187z	1190z		11	6.6	38	49	17.4	1.60E+01
1187z	1190z			11	8.9	40	29	0.9	3.20E+03
1149z	1171z	1238z		11	8.6	4	10	13	1.40E+01
1171z	1238z			11	12.6	2	18	10.9	4.70E+01
1143z	1202	1231		11	9.8	49	28	6	1.50E+01
1202	1231			11	15.2	48	53	1.8	4.30E+01
1179	1235z			11	13.7	22	4	8.8	1.90E+01
1188	1234z			11	14.2	21	44	3.4	3.40E+01
1169z	1275z			11	16.3	40	35	6.2	1.90E+01
1177z	1185z	1228z	1257z	11	16.5	29	40	15.5	4.00E+01
1267z									
1177z	1185z	1267z		11	13.4	26	1	5.2	1.80E+02
1228z	1257z			11	21.1	35	7	7.3	9.10E+02
1185z	1267z			11	16.7	28	3	5.2	5.80E+02
1204z	1219z	1232z	1251	11	17.1	17	42	24.9	3.00E+01
1232z	1251			11	20.8	17	59	5.6	6.70E+02
1204z	1219z			11	13.3	17	25	9.7	1.10E+02
1123z	1150z	1297z	1301z	11	20.6	75	26	26.3	1.60E+01
1381z									
1123z	1150z	1297z	1301z	11	14.3	75	24	14.6	3.40E+01
1123z	1150z			10	57.8	74	53	6	1.00E+02
1297z	1301z			11	30.7	75	56	9.5	1.50E+02
1258	1268z	1272z		11	25.4	24	39	11	4.40E+01
1268z	1272z			11	26.4	24	7	1.9	1.30E+04
1264z	1278z			11	26.1	19	6	7.3	1.90E+01
1221z	1331z			11	26.4	63	25	8.8	7.20E+01
1216z	1308z	1334z		11	27.3	-3	59	21.2	3.60E+01
1249z	1335z			11	29.8	68	22	18.6	4.60E+01
1227z	1361z			11	29.9	47	28	14.8	1.50E+01
1303	1304z			11	30.1	36	25	16.3	1.80E+02
1254z	1339z			11	31.2	72	21	11.5	4.50E+01
1289z	1322z			11	31.5	62	16	1.3	8.20E+01
1186z	1412z			11	31.7	74	42	16.8	3.60E+01
1239z	1357z	1359z		11	34.1	61	19	37.4	1.20E+01
1357z	1359z			11	40.6	61	45	25.5	5.20E+01
1315z	1329z			11	34.4	71	48	14.1	7.90E+01
1317z	1344z			11	35.4	-11	52	13	5.10E+01
1341z	1342z	1345z	1372z	11	39.4	10	57	23.9	2.50E+01
1341z	1342z	1345z		11	38.2	10	40	14.2	1.10E+02
1341z	1342z			11	38	10	30	3.5	5.90E+03
1332z	1375			11	39.5	-8	31	3.6	2.30E+02
1346z	1362z			11	39.8	6	52	1	3.50E+02
1307z	1337z	1385z	1390z	11	39.9	12	24	2.5	2.50E+01
1337z	1385z	1390z		11	43.1	11	36	1.6	1.00E+02
1385z	1390z			11	46.2	12	11	0.3	7.70E+03
1356z	1371z			11	41.4	13	16	3.4	5.30E+01
1218z	1400z	1468z		11	42.6	53	2	19.6	1.00E+01
1218z	1400z			11	32.4	53	41	4.4	2.40E+01
1368z	1387z			11	44.2	51	43	9.2	2.60E+02
1364z	1376	1389	1404	11	45.3	-1	30	15.4	4.30E+01
1376	1389	1404		11	46.8	-1	30	1.7	1.80E+02
1376	1389			11	45.2	0	58	1.6	3.10E+03
1386	1392z			11	46.9	-1	0	7.7	1.60E+02
1302z	1366z	1406z	1421z	11	47	67	50	16.4	4.80E+01
1432z									
1366z	1406z	1421z		11	49.1	68	2	7.3	2.30E+02
1406z	1421z			11	52.5	68	12	2.9	5.50E+03
1384	1388	1413z		11	48.2	23	3	24.8	1.60E+01
1384	1413z			11	49.1	23	14	6.3	7.80E+01
1373z	1407	1419		11	49.2	-1	12	17	1.30E+01
1407	1419			11	52.3	0	43	0.7	2.10E+02
1291z	1318z	1377z	1383z	11	49.3	55	54	40	1.60E+01
1436z	1452z	1507z							
1291z	1318z	1377z		11	35.7	55	51	16.3	8.90E+01
1383z	1436z	1452z		11	54.8	54	29	9.9	1.10E+02
1291z	1377z			11	36.8	56	10	4.9	9.30E+02
1382z	1467z			11	54.3	72	18	4.4	2.50E+02
1402z	1446z			11	54.6	59	30	8.5	6.30E+01
1420z	1425z			11	54.8	26	31	5.4	1.10E+03
1365z	1423z	1480z		11	54.9	32	5	9.3	3.10E+01
1411	1445z			11	55.9	0	5	12.1	1.60E+02
1438	1455z			11	59.7	29	7	2.7	6.50E+01
1448z	1469z			12	1.8	-6	42	19	4.80E+01
1431	1449	1486	1495z	12	4.4	29	55	10.2	4.00E+01
1486	1495z			12	10.1	30	11	10.2	1.20E+02
1431	1449			11	58.7	29	39	0.3	1.30E+02
1487z	1506			12	11.3	31	9	22.4	3.40E+01
1477z	1518z			12	11.5	64	4	7.6	2.70E+02
1497z	1519			12	14.2	27	4	4.3	2.30E+02
1491	1493	1523	1524z	12	14.8	7	15	11.9	5.40E+01
1523	1524z			12	19	7	16	7.6	1.30E+02
1491	1493			12	10.5	7	14	3.6	1.40E+02
1367z	1656z			12	19.6	24	11	5.2	3.10E+01
1474z	1526z	1552z	1569z	12	21.5	14	32	20.2	1.60E+01
1474z	1526z			12	12.5	14	37	2.8	1.10E+02
1528z	1617z			12	32.9	59	20	6.4	2.70E+01
1577z	1581	1599		12	37.6	2	3	5.4	2.30E+01
1581	1599			12	38.7	3	4	5.4	1.10E+03
1559z	1561z	1597z	1674z	12	40.7	69	20	14.2	1.20E+01
1561z	1597z			12	35	71	4	2.8	5.40E+01
1559z	1674z			12	46.3	67	35	1.9	6.80E+01
1590z	1614z			12	41.2	71	42	23.4	1.60E+01
1575	1594	1602	1619	12	42.6	28	4	11	1.60E+01
1632z									
1575	1594	1602		12	38.5	27	29	8.8	6.90E+01
1619	1632z			12	48.7	28	57	2	7.50E+02
1594	1602			12	40.3	27	41	0.1	1.00E+04
1539z	1678z			12	43.5	62	40	2.3	1.40E+01
1060z	3526z	3537z	3565z	12	43.8	-32	51	20.2	1.30E+01
3574z									
3526z	3537z	3565z	3574z	13	16.1	-34	14	20.2	4.50E+01
3537z	3574z			13	22.3	-31	6	3.6	3.50E+02
3526z	3565z			13	9.9	-37	22	5.4	4.50E+02
1566z	1621z	1646z		12	44.4	63	21	19.8	2.40E+01
1621z	1646z			12	50.2	62	42	10.7	2.00E+02
1546z	1636z	1655z		12	44.4	64	33	6.6	2.10E+01
1636z	1655z			12	53.8	64	22	3.3	5.20E+01
1601z	1618	1639		12	46.7	10	17	8.7	3.70E+01
1618	1639			12	49.5	10	47	5.2	2.20E+02
1500z	1741z			12	47.1	73	12	7.8	3.30E+01
1631z	1644z			12	52.4	-16	8	2.5	1.40E+03
1650z	1651z			12	56.5	-2	43	0.3	3.80E+02
1638z	1668z			12	56.8	19	24	8.7	2.30E+02
1648	1664z			12	58.6	-25	10	25.8	1.30E+01
1661z	1667z	1679z		13	1.5	31	10	16.4	2.40E+01
1667z	1679z			13	2.5	32	4	16.4	1.20E+02
1640z	1701z			13	2	62	3	5.1	4.60E+01
1672z	1675z	1677z		13	2.9	33	16	16.2	1.20E+01
1672z	1675z			13	2.6	34	19	13.6	1.40E+02
1643z	1702			13	2.9	44	52	7.9	2.10E+01
1682z	1708z			13	9.6	46	47	8.3	2.60E+02
1696	1697z			13	10.5	48	11	0.1	1.70E+01
1685z	1716			13	12.6	34	36	4.6	3.70E+01
1687z	1707z	1731z	1761	13	18.3	58	23	4.9	3.50E+01
1687z	1707z	1731z		13	14.1	58	32	4.9	1.80E+02
1687z	1707z			13	10.7	58	35	3.3	1.10E+03
1713z	1734			13	19.5	56	54	20.9	1.80E+01
1709z	1736z	3528z	3530z	13	27.1	-31	18	59.6	1.20E+01
3532z	3553z	3555z	3556z						
3557	3558z	3559z	3560z						
3561	3562z	3564z	3566z						
3570z	3571z	3572z	3575z						
3577z	3578z								
1736z	3553z	3555z	3556z	13	32.2	-31	47	33.1	2.80E+01
3558z	3559z	3560z	3562z						
3564z	3566z	3571z	3572z						
3575z	3577z								
1736z	3553z	3555z	3556z	13	25.9	-31	54	14.4	6.50E+01
3558z	3559z	3560z	3562z						
3564z	3566z								
3570z	3571z	3572z	3575z	13	45.9	-34	1	7.9	1.30E+02
3528z	3530z	3532z		12	53	-29	39	2.8	2.10E+03
3555z	3556z	3558z	3559z	13	27.3	-31	54	13.5	1.20E+02
3560z	3562z	3564z	3566z						
3577z	3578z			13	53.1	-26	2	11.6	1.30E+02
3556z	3558z	3560z	3562z	13	28.9	-32	53	8.3	3.30E+02
3564z	3566z								
3571z	3572z	3575z		13	46.5	-32	48	2.4	1.10E+04
3556z	3558z	3560z	3562z	13	26.5	-31	45	8.3	7.30E+02
1736z	3559z			13	25.6	-28	4	0.9	1.50E+03
1738z	1764z			13	28	59	1	6.6	7.00E+01
1759z	1760z			13	31.6	20	30	10	7.60E+02
1740	1770	1774z		13	33.6	41	15	19.8	1.80E+01
1770	1774z			13	38.4	40	54	19.8	5.70E+01
1767z	1783z			13	37.8	57	40	4.9	1.30E+02
1773z	1780z	1809z		13	44.2	3	41	4.4	8.70E+01
1773z	1780z			13	40.8	2	49	3.1	4.60E+03
1781z	1795z			13	44.4	28	28	8.6	1.20E+02
1777z	1851z			13	48.4	72	7	2.3	1.50E+02
1793z	1813z			13	48.7	34	9	30.3	1.50E+01
1825z	1827z	1828z		13	55.8	20	30	14.8	6.40E+01
1825z	1828z			13	55.8	19	46	3.7	5.90E+02
1775z	1800z	1831z	1873z	13	58.3	27	24	15.5	1.30E+01
1898z									
1775z	1800z	1831z		13	48	27	44	9	6.60E+01
1800z	1831z			13	52.1	28	17	1.6	6.00E+02
1842z	1852z			14	0.7	17	1	13.6	6.40E+01
1848z	1893z			14	5	74	28	23.2	5.20E+01
1885z	1901z			14	15.4	42	14	12.5	5.50E+01
1872z	1918z			14	15.7	62	47	11.8	7.10E+01
3592	3593z			14	16.1	-20	39	4.5	6.70E+01
3594	3596z	3598		14	21.5	-18	10	6.9	2.20E+02
3594	3598			14	21.1	-17	30	4.3	6.10E+02
1900z	1914z			14	21.5	37	9	1.9	8.30E+01
1908	1921z	1926z		14	25.6	24	57	10.8	2.30E+01
1920z	1936z	1937z	1940z	14	31.4	56	14	24.2	2.50E+01
1936z	1940z			14	33.4	55	12	0.3	3.70E+04
1899z	1913z	1991z		14	31.9	17	54	18.2	1.10E+01
1899z	1913z			14	21.7	17	25	2.8	2.10E+03
1927z	1939z			14	31.9	25	28	7.8	2.70E+02
1941	1944z			14	35.5	30	40	11.5	2.90E+02
1929z	1934z	1958z	1961z	14	37.4	30	45	42.4	2.00E+01
1963z									
1958z	1961z	1963z		14	42.1	31	26	36.2	5.70E+01
1929z	1934z			14	30.4	29	43	1.3	2.60E+04
1958z	1961z			14	41.7	31	18	16.5	4.30E+02
1933z	1975z	2002z		14	42.2	69	26	38.7	1.30E+01
1954z	1973			14	43	28	11	21.2	3.20E+01
1925z	1962z	1999z	2000z	14	43.5	55	26	15.1	4.30E+01
1925z	1962z			14	34.1	56	15	2.8	2.20E+02
1999z	2000z			14	52.8	54	36	0	1.20E+06
1967	1970z			14	45	11	47	9.4	5.30E+01
1979z	1987			14	49.8	32	1	13.8	1.20E+02
1972z	1976z	1980z	1986z	14	50.5	21	52	11.7	2.90E+01
1988z	2006z								
1976z	1980z	1986z	1988z	14	51.4	21	24	9.5	5.50E+01
2006z									
1976z	1980z	1986z	1988z	14	49.9	21	47	9.5	1.80E+02
1976z	1986z	1988z		14	50.1	21	26	7	3.40E+02
1976z	1988z			14	49.6	21	5	2.8	2.30E+03
1984z	1990z	2005z		14	52.8	28	9	12.1	1.60E+02
1990z	2005z			14	54.1	28	9	4.8	4.80E+02
1982z	2022z			14	55.6	29	47	9.2	1.10E+02
2001z	2008z	2017z		14	57.6	23	13	19.4	8.30E+01
2008z	2017z			14	59	23	21	6.5	1.50E+03
2028z	2029z	2033z		15	8.2	6	44	15.9	1.10E+02
2028z	2029z			15	7.7	6	50	3.4	8.90E+02
2020z	2055z			15	8.8	7	16	14.8	6.70E+01
2019z	2056z			15	8.9	27	55	9.7	5.00E+01
2026z	2048z			15	9.4	2	15	21.9	2.50E+01
2034	2046	2049z		15	10.5	33	35	7.7	5.20E+01
2034	2046			15	9.4	34	22	1	5.70E+02
2030	2050z	2053z		15	12.4	0	2	21.9	5.50E+01
2030	2050z			15	11.2	0	12	4.2	9.40E+02
2052z	2063z			15	17.4	8	0	0.6	5.40E+03
2062z	2069z	2083z		15	22.9	31	5	13.9	4.50E+01
2069z	2083z			15	24.6	30	30	2.2	5.40E+02
2061z	2065z	2067z	2079z	15	24.8	29	44	37.8	1.60E+01
2089z	2092z								
2061z	2065z	2067z	2089z	15	22.9	29	30	18	5.30E+01
2079z	2092z			15	28.6	30	11	4.3	3.30E+02
2065z	2089z			15	25.6	28	3	4.3	3.50E+02
2061z	2067z			15	20.2	30	58	6.8	9.30E+02
2093z	2096z	2100z		15	33.5	37	31	2.9	3.70E+03
2094	2128z			15	40.2	-2	23	21.4	5.60E+01
2107z	2147z	2148z	2151z	15	57	19	37	20.8	3.50E+01
2152z									
2147z	2148z	2151z	2152z	16	1.8	19	2	8.9	5.50E+01
2147z	2151z	2152z		16	2	16	50	5.2	1.80E+03
2142z	2175z	2178z		16	11.3	27	23	24.4	1.20E+01
2155	2177z			16	12	25	30	17.3	5.50E+01
2168z	2169z	2184z		16	14.8	51	17	19.7	3.30E+01
2169z	2184z			16	16.2	49	47	7.4	7.00E+02
2158z	2172z	2179z	2183z	16	19.7	42	17	17.5	2.90E+01
2196z	2211z								
2172z	2179z	2183z		16	17.9	42	38	8.6	3.80E+02
2196z	2211z			16	29	41	19	7.3	3.10E+02
2179z	2183z			16	19.2	42	41	1.6	1.60E+04
2162z	2197z	2199z		16	21.3	36	46	5.8	4.90E+01
2197z	2199z			16	26.6	40	19	0.6	4.70E+04
2187z	2190	2192z	2206	16	30.1	42	57	13.9	3.50E+01
2221	2222								
2187z	2190	2192z	2206	16	25.3	42	51	13.9	4.50E+01
2190	2192z	2206		16	26.3	43	21	5.4	5.10E+02
2221	2222			16	39.5	43	8	0.2	1.20E+04
2182	2224z			16	30.9	13	59	16.2	2.50E+01
2204z	2210z			16	31.3	5	39	18.6	4.60E+02
2180	2202	2215	2230z	16	32.2	48	24	9.8	2.60E+01
2180	2202	2215		16	27.7	48	18	3	6.90E+01
2202	2215			16	32.2	48	33	2.6	3.30E+02
2213z	2214z			16	35.4	39	41	4.2	2.30E+01
2207	2218z	2226	2229	16	36	66	11	32.1	1.10E+01
2207	2218z	2226		16	33.8	66	21	7.3	8.40E+01
2218z	2226			16	37	66	45	1.2	9.90E+02
2176z	2189	2203	2236	16	36.5	72	16	8.8	2.00E+01
2260									
2176z	2189	2203	2236	16	27	72	17	8.8	4.50E+01
2236	2260			17	2.6	71	53	1	2.20E+02
2176z	2189	2203		16	19	72	32	8.4	1.30E+02
2189	2203			16	21.6	73	1	0.5	1.80E+03
2194	2220z	2242		16	39.7	55	13	26.6	1.30E+01
2220z	2242			16	47.5	54	11	25.8	2.50E+01
2223z	2228z			16	43.1	28	47	4.4	2.00E+02
2233	2235z			16	52.1	41	41	11.7	2.60E+01
2241z	2250z			17	3.5	36	11	8.4	3.70E+01
2245z	2249z	2253z		17	7.4	35	37	25.6	1.80E+01
2245z	2249z			17	4.4	34	4	12.8	1.90E+02
2257z	2263z			17	18.6	29	49	0.9	3.30E+01
2248z	2256z	2271z	2296z	17	20.7	77	55	29.3	3.00E+01
2256z	2271z	2296z		17	27.7	78	11	15.1	1.50E+02
2256z	2271z			17	13.2	78	26	6.5	1.90E+03
2261	2266z			17	21.7	32	11	34	3.20E+01
2301z	2304z	2308z	2309z	18	39.9	70	49	32.5	1.40E+01
2311z	2312z	2315z							
2301z	2304z	2308z	2311z	18	39.1	69	41	32.5	7.30E+01
2312z	2315z								
2311z	2312z	2315z		18	55.1	69	30	15.6	2.30E+02
